Penalty Year,Agency Short,Action Type,Agency,Level of Government,Penalty Amount Adjusted For Eliminating Multiple Counting,Parent Short,Case ID,Civil/Criminal,Company,Court,Current Parent Company,Current Parent HQ Country,Current Parent HQ State,Current Parent ISIN,Current Parent Major Industry,Current Parent Ownership Structure,Current Parent Specific Industry,Current Parent Stock Ticker,Description,Facility Address,Facility City,Facility County,Facility Name,Facility State,Facility Zip,Info Source,Lawsuit Resolution,NAICS Code,NAICS Translation,Notes,Offense Group,Original System ID,PACER Link,Parent at the Time of the Penalty Announcement,Penalty Amount,Penalty Amount Adjusted For Eliminating Multiple Counting (Primary Offense),Penalty Date,Primary Offense,Private Litigation Case Title,Prosecution Agreement,Recap of Ownership Changes,Secondary Offense,Subtraction From Penalty Amount to Avoid Double Counting
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,30000,Hartford,,civil,Hartford Insurance Company The Midwest,,Hartford Financial Services,USA,Connecticut,US4165151048,financial services,publicly traded,insurance,HIG,Fine levied for calculating rates in a manner not approved by OIC. RCW 48.19.040(1); RCW 48.19.040(6),,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Hartford Financial Services,30000,2351230555,8/20/2012,insurance violation,,,,,0
2012,State,agency action,Alaska Division of Insurance,state,30000,Brown & Brown,,civil,"Brown & Brown of Washington, Inc.",,Brown & Brown,USA,Florida,US1152361010,financial services,publicly traded,insurance,BRO,,,,,,Alaska,,https://www.commerce.alaska.gov/web/portals/11/pub/Consumers/Orders/Disciplinary/2012/D12-11.pdf,,,,,consumer-protection-related offenses,,,Brown & Brown,30000,2351230555,8/31/2012,insurance violation,,,,,0
2012,State,agency action,Missouri Department of Insurance,state,237500,Fidelity National Financial,,civil,Fidelity National Title Insurance Co. et al.,,Fidelity National Financial,USA,Florida,US31620R3030,financial services,publicly traded,insurance,FNF,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/FidelityChicagoCommonweatlhTitleCompaniesInvestigation9-25-12.pdf,,,,,consumer-protection-related offenses,,,Fidelity National Financial,237500,2351230555,9/25/2012,insurance violation,,,,,0
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,100000,Fidelity National Financial,,civil,Fidelity National Title Insurance Company,,Fidelity National Financial,USA,Florida,US31620R3030,financial services,publicly traded,insurance,FNF,"Fine levied for promoting access to discounts, for non-title insurance related products, to producers of title insurance business their sales representative. RCW 48.29.210(2); RCW 48.05.185",,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Fidelity National Financial,100000,2351230555,1/25/2012,insurance violation,,,,,0
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,7500,Fidelity National Financial,,civil,Fidelity & Guaranty Life Insurance Company,,Fidelity National Financial,USA,Florida,US31620R3030,financial services,publicly traded,insurance,FNF,Fine levied for failure timely notify consumers about the imminent lapse of life insurance policy. RCW 48.23.030; RCW 48.05.185,,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Fidelity National Financial,7500,2351230555,8/17/2012,insurance violation,,,,,0
2012,State,agency action,Florida Office of Financial Regulation,state,15000,Ocwen,1632-FR-1/12,civil,"Saxon Mortgage Services, Inc.",,Ocwen Financial,USA,Georgia,US6757466064,financial services,publicly traded,financial services,OCN,,,,,,Florida,,https://real.flofr.com/datamart/searchFinalOrderFLOFR.do,,,,,consumer-protection-related offenses,,,Morgan Stanley,15000,29182483586,2/9/2012,consumer protection violation,,,Ocwen bought Saxon later in 2012,,0
2012,State,agency action,Illinois Division of Banking,state,150000,Ocwen,,civil,PHH Mortgage Corp.,,Ocwen Financial,USA,Georgia,US6757466064,financial services,publicly traded,financial services,OCN,"PHH agreed to pay $150,000 (paid on its behalf by Fisher and Shapiro, a law firm which worked on foreclosure cases for PHH) in settlement of allegations foreclosure documents had been altered by the law firm. These Robosigning allegations later led to multistate litigation.",,,,,Illinois,,https://www.idfpr.com/Banks/RESFIN/Discipline/2011/2011-MBR-16-b.pdf,,,,,consumer-protection-related offenses,,,PHH Corp.,150000,56265416882,3/29/2012,mortgage abuses,,,Ocwen bought PHH in 2018,,0
2012,State,agency action,Multistate Financial  Regulators Case,state,1600000,Aflac,,civil,American Family Life Assurance Company of Columbus,,Aflac,USA,Georgia,US0010551028,financial services,publicly traded,insurance,AFL,"American Family Life Assurance agreed to pay a total of $1.6 million to insurance regulators in Minnesota, Missouri and Idaho to resolve issues relating to marketing and other matters.",,,,,,,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={34562951-AFBA-41DA-8BD7-A71019A8317B},,,,,consumer-protection-related offenses,,,Aflac,1600000,2351230555,5/22/2012,insurance violation,,,,,0
2012,State,agency action,Maryland Insurance Administration,state,200000,Aflac,MIA-2012-02-015,civil,American Family Life Assurance Company of Columbus,,Aflac,USA,Georgia,US0010551028,financial services,publicly traded,insurance,AFL,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,Aflac,200000,2351230555,2/15/2012,insurance violation,,,,,0
2012,State,agency action,Massachusetts Attorney General,state,1972635,Allstate,,civil,Encompass Insurance Company of Massachusetts,,Allstate,USA,Illinois,US0200021014,financial services,publicly traded,insurance,ALL,"Encompass, a subsidiary of Allstate, agreed to pay nearly $2 million in restitution, resolving allegations that it overcharged consumers for motorcycle insurance.",,,,,Massachusetts,,https://web.archive.org/web/20130126094439/http://www.mass.gov/ago/news-and-updates/press-releases/2012/2012-12-04-motorcycle-settlements.html,,,,,consumer-protection-related offenses,,,Allstate,1972635,29182483586,12/4/2012,consumer protection violation,,,,,0
2012,State,agency action,Arizona Department of Insurance and Financial Institutions,state,38000,Kemper,,civil,Infinity Insurance Co.,,Kemper,USA,Illinois,US4884011002,financial services,publicly traded,insurance,KMPR,,,,,,Arizona,,https://insurance.az.gov/sites/default/files/documents/files/120052_0.pdf,,,,This case was brought by the Arizona Department of Insurance before it merged with the Department of Financial Institutions.,consumer-protection-related offenses,,,Infinity Property & Casualty Corp,38000,2351230555,5/31/2012,insurance violation,,,Kemper acquired Infinity Property & Casualty Corp in 2018,,0
2012,State,agency action,Minnesota Department of Commerce,state,5000,Allstate,,civil,Allstate Insurance Co.,,Allstate,USA,Illinois,US0200021014,financial services,publicly traded,insurance,ALL,,,,,,Minnesota,,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={41B7EFF2-FE85-4DB5-B847-8EDB53E9930D},,,,,consumer-protection-related offenses,,,Allstate,5000,2351230555,11/2/2012,insurance violation,,,,,0
2012,State,agency action,Missouri Department of Insurance,state,5000,Allstate,,civil,National General Insurance Co.,,Allstate,USA,Illinois,US0200021014,financial services,publicly traded,insurance,ALL,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/NationalGeneralInsuranceCo.pdf,,,,,consumer-protection-related offenses,,,National General Holdings,5000,2351230555,1/27/2012,insurance violation,,,Allstate bought National General in 2021.,,0
2012,State,agency action,Missouri Department of Insurance,state,134750,Old Republic International,,civil,Old Republic Insurance Co.,,Old Republic International,USA,Illinois,US6802231042,financial services,publicly traded,insurance,ORI,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/OldRepublicInsCo.pdf,,,,,consumer-protection-related offenses,,,Old Republic International,134750,2351230555,3/30/2012,insurance violation,,,,,0
2012,State,agency action,Rhode Island Department of Business Regulation,state,8000,Allstate,,civil,Allstate Property & Casualty Insurance Company,,Allstate,USA,Illinois,US0200021014,financial services,publicly traded,insurance,ALL,,,,,,Rhode Island,,https://dbr.ri.gov/documents/decisions/12-Consent_Agreement-Allstate.pdf,,,,,consumer-protection-related offenses,,,Allstate,8000,2351230555,10/12/2012,insurance violation,,,,,0
2012,State,agency action,Texas Department of Insurance,state,5000,Old Republic International,,civil,Old Republic Insurance Company,,Old Republic International,USA,Illinois,US6802231042,financial services,publicly traded,insurance,ORI,workers compensation,,,,,Texas,,https://wwwapps.tdi.state.tx.us/inter/asproot/commish/da/dwcclips2012.asp?page=3,,,,,consumer-protection-related offenses,,,Old Republic International,5000,2351230555,6/11/2012,insurance violation,,,,,0
2012,State,agency action,Utah Insurance Department,state,5500,Kemper,,civil,United Insurance Company,,Kemper,USA,Illinois,US4884011002,financial services,publicly traded,insurance,KMPR,,,,,,Utah,,https://insurance.utah.gov/wp-content/uploads/3189Stip.pdf,,,,,consumer-protection-related offenses,,,Kemper,5500,2351230555,10/16/2012,insurance violation,,,,,0
2012,State,agency action,Virginia Bureau of Insurance,state,15000,Kemper,INS-2011-00241,civil,ALPHA PROPERTY & CASUALTY INSURANCE,,Kemper,USA,Illinois,US4884011002,financial services,publicly traded,insurance,KMPR,,,,,,Virginia,,https://scc.virginia.gov/docketsearch/DOCS/2lyv01!.PDF,,,,,consumer-protection-related offenses,,,Kemper,15000,2351230555,2/17/2012,insurance violation,,,,,0
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,8000,Old Republic International,,civil,Old Republic Title Ltd,,Old Republic International,USA,Illinois,US6802231042,financial services,publicly traded,insurance,ORI,Fine levied for providing evidence of title or a copy of the contents of a document which is not produced or issued by the title company without charging for such documents. RCW 48.17.560; WAC 284-29-260(6)(f),,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Old Republic International,8000,2351230555,7/23/2012,insurance violation,,,,,0
2012,State,agency action,Washington State Office of the Insurance Commissioner,state,15000,Kemper,,civil,Unitrin Auto And Home Insurance Company,,Kemper,USA,Illinois,US4884011002,financial services,publicly traded,insurance,KMPR,Fine levied for failing to file an insurance scoring model; not filing a complete modification to its rate manual; not providing complete information with a rate filing. RCW 48.19.035(2)(a); RCW 48.19.040(1); RCW 48.19.040(2); RCW 48.19.430; RCW 48.05.185,,,,,Washington,,https://fortress.wa.gov/oic/consumertoolkit/search.aspx?searchtype=ord,,,,,consumer-protection-related offenses,,,Kemper,15000,2351230555,10/1/2012,insurance violation,,,,,0
2012,State,agency action,Multistate Financial  Regulators Case,state,4000000,CNO Financial,,civil,Bankers Life and Casualty Company,,CNO Financial,USA,Indiana,US12621E1038,financial services,publicly traded,insurance,CNO,"In a follow-up from a 2008 multistate settlement involving it and Conseco, Bankers Life agreed to pay a total of $4 million to resolve allegations that it was not in compliance with several requirements of the earlier agreement.",,,,,,,https://insurance.delaware.gov/wp-content/uploads/sites/15/2017/01/bankersregulatorysettlementagreement.pdf,,,,,consumer-protection-related offenses,,,CNO Financial,4000000,2351230555,11/16/2012,insurance violation,,,,,0
2012,State,agency action,Maryland Insurance Administration,state,15000,CNO Financial,MIA-2012-11-025,civil,Bankers Life and Casualty Co.,,CNO Financial,USA,Indiana,US12621E1038,financial services,publicly traded,insurance,CNO,,,,,,Maryland,,https://www.apps.insurance.maryland.gov/CompanyProducerInfo/InsOrder.aspx,,,,,consumer-protection-related offenses,,,CNO Financial,15000,2351230555,11/7/2012,insurance violation,,,,,0
2012,State,agency action,Missouri Department of Insurance,state,150000,CNO Financial,,civil,Washington National Insurance Co.,,CNO Financial,USA,Indiana,US12621E1038,financial services,publicly traded,insurance,CNO,,,,,,Missouri,,https://insurance.mo.gov/Contribute%20Documents/WashingtonNatlInsCo.pdf,,,,,consumer-protection-related offenses,,,CNO Financial,150000,2351230555,11/19/2012,insurance violation,,,,,0
2012,State,agency action,Oregon Division of Financial Regulation,state,14000,CNO Financial,,civil,Bankers Life and Casualty Company,,CNO Financial,USA,Indiana,US12621E1038,financial services,publicly traded,insurance,CNO,,,,,,Oregon,,https://dfr.oregon.gov/AdminOrders/actions_2012/insurer_2012/marketplace_2012/11-12-005.pdf,,,,,consumer-protection-related offenses,,,CNO Financial,14000,2351230555,2/6/2012,insurance violation,,,,,0
2012,State,agency action,Wisconsin Office of the Commissioner of Insurance,state,40000,CNO Financial,,civil,Bankers Life & Casualty Co.,,CNO Financial,USA,Indiana,US12621E1038,financial services,publicly traded,insurance,CNO,,,,,,Wisconsin,,https://ociaccess.oci.wi.gov/orders/11c33790.pdf,,,,,consumer-protection-related offenses,,,CNO Financial,40000,2351230555,9/1/2012,insurance violation,,,,,0
2012,State,agency action,Multistate Attorneys General Case,state,0,Ally,1:12-cv-0361,civil,Ally Financial,District of the District of Columbia,Ally Financial,USA,Michigan,US02005N1000,financial services,publicly traded,financial services,ALLY,"Bank of America, Wells Fargo, Citigroup, JPMorgan Chase, and Ally Financial agreed to pay a total of $5 billion in direct payments to resolve multistate litigation concerning abuses in their mortgage servicing and foreclosure practices; $4.25 billion of the total was to go to the states. This was part of the larger $25 billion National Mortgage Settlement that also included $20 billion in relief to borrowers; see the Violation Tracker entry for Ally Financial at https://violationtracker.goodjobsfirst.org/violation-tracker/-ally-financial-inc-formerly-gmac.  The Ally Financial settlement document linked below puts the company's share of the direct payments at $109,628,425.",,,,,,,https://www.iowaattorneygeneral.gov/newsroom/miller-announces-25-billion-joint-state-federal-mortgage-servicing-settlement-on-foreclosure-wrongs/,,,,,consumer-protection-related offenses,,https://ecf.dcd.uscourts.gov/cgi-bin/DktRpt.pl?153229,Ally Financial,109628425,56265416882,2/9/2012,mortgage abuses,United States of America et al. v. Bank of America Corporation et al.,,In 2010 GMAC changed its name to Ally Financial,,109628425
2012,State,agency action,Minnesota Department of Commerce,state,60000,Jackson Financial,,civil,Jackson National Life Insurance Co.,,Jackson Financial,USA,Michigan,US46817M1071,financial services,publicly traded,insurance,JXN,,,,,,Minnesota,,https://www.cards.commerce.state.mn.us/CARDS/security/search.do?documentId={4549EE6E-AC73-4B01-AFBF-8EA3E260650D},,,,,consumer-protection-related offenses,,,Prudential PLC,60000,2351230555,11/21/2012,insurance violation,,,Prudential spun off Jackson National in 2021,,0
